danceability,end_of_fade_in,energy,key_confidence,loudness,loudness_max,speechiness,start_of_fade_out,tempo,timbre_variance,genre
0.3910267072690996,2.42068,0.5864169214725902,0.308,-18.973,-19.874803127617952,0.11129334822891257,847.77215,91.143,1183.5020023522591,0
0.22349574617236534,0.0,0.9352729096420003,0.462,-18.026,-19.410228235294127,0.05459810576614088,441.185,174.405,845.85340536110323,1
0.7631422994615795,0.36,0.49903035460368106,0.259,-17.096,-17.525513385826791,0.03317901571083792,149.01986,102.162,1041.915516508531,0
0.6787312169610064,0.57746,0.5636165826598768,0.303,-17.352,-17.408985477178433,0.04324997752969173,138.03102,92.168,2055.3962040792048,0
0.4181837525173377,0.0,0.6755062365225266,0.541,-7.771,-7.5661942148760382,0.05848035191600792,372.07655,78.012,1102.7385833452665,1
0.8438549438059881,0.49293,0.7116563951865461,0.342,-14.098,-14.594688920454523,0.05220564121943594,179.11873,103.035,1538.3196577748784,0
0.3639190130320489,0.0,0.9205111327527027,0.601,-5.296,-4.5937500000000053,0.32060960009214406,241.33333,71.263,1642.1107010391859,1
0.13090895416337017,0.22059,0.9105414170580077,0.576,-3.64,-2.7530445969125212,0.18661157746195717,344.26485,156.935,841.30988280873862,1
0.3857784563079606,0.80036,0.14480741502916122,0.56,-21.284,-23.917484978540799,0.036714500076134415,194.03755,102.176,2866.8055194770004,2
0.3273666818496927,1.03261,0.50453315673331,0.548,-21.791,-26.713405228758162,0.060810140246116196,838.79184,83.955,944.23113160595983,2
0.5252264557351721,0.07488,0.5645743963125157,0.378,-18.193,-21.226961290322588,0.0703635623364059,87.75401,66.847,5051.0362529966733,0
0.47189701312230353,0.0,0.1175578749340055,0.006,-22.467,-25.261504816955689,0.032869160331621905,168.68717,67.494,1553.0585471474621,2
0.137359522517988,0.24748,0.21103946252935957,0.6,-25.104,-28.584445182724284,0.048695692365880006,446.84481,84.347,1082.2816465319816,2
0.23623189066651284,0.25034,0.1878554978744239,0.401,-25.481,-30.105035326086963,0.037452583570343645,122.20662,57.944,1803.8939450897276,2
0.37358889527295863,0.2322,0.26371160707238345,0.825,-24.169,-31.168804494382019,0.043701831448892,130.26975,89.017,1234.568356681058,2
0.6099888808296625,0.0,0.2777473917540491,0.566,-11.184,-16.244231137724537,0.09321397591763969,244.31601,71.083,2116.0800952801192,0
0.4496743338706133,0.3834,0.3271741293701991,0.604,-16.761,-21.960499111900504,0.03179385943516688,374.32001,86.29,1700.3907407527363,0
0.27569263695540763,0.0,0.373210061933592,0.088,-25.812,-28.709724043715848,0.06202758666433977,124.30666,81.535,1976.3046554233129,0
0.7648604684978523,0.0,0.6151408159363752,0.489,-13.063,-13.750204419889497,0.06662032947786667,151.0,119.735,2260.3258593917481,0
0.2847214020702821,2.85,0.8294378550690883,0.529,-17.92,-20.21328581081081,0.05970744676244094,428.373,137.231,982.08527236097211,1
0.26394221336081597,0.0,0.8719669491878278,0.109,-6.028,-6.9846184668989562,0.1970169015833178,325.90668,89.481,1025.2143837981127,1
0.29543959192338404,0.57374,0.5845518595307374,0.506,-14.766,-16.157864077669924,0.04497533206407689,1396.08236,98.629,1037.1000090536213,0
0.607119698562135,0.36476,0.5498170355730284,0.108,-17.613,-20.797720351390911,0.06142829633380842,169.98748,104.24,1428.2536044841024,0
0.20044532335746965,0.09,0.7582342602490747,0.537,-15.733,-17.362471162378004,0.03043664617532532,334.803,183.852,740.48641430249222,1
0.5623941759836476,2.47293,0.29993282434778873,0.622,-12.635,-15.219685986502585,0.03209697241702053,729.50132,99.972,1330.7524230221582,0
0.14801117671589853,0.0,0.10991763150962783,0.326,-38.433,-38.160179028133015,0.051377451001276664,142.47184,87.332,1999.7232334955036,2
0.22504855442414995,0.63283,0.12393405091769558,0.523,-29.986,-32.137014010507905,0.040027233433086895,167.03274,77.662,4666.644750246548,2
0.6915855780417239,0.28009,0.2762956057581825,0.468,-13.387,-15.718072380952373,0.17141616824005124,150.04735,98.781,2482.5445220320739,0
0.530754572530295,0.55837,0.7859584620518836,0.534,-13.599,-14.751791329904476,0.16509290161284368,306.34667,138.379,2151.022234349929,0
0.6373355630359683,0.20308,0.5468841920245381,0.764,-6.814,-7.1460794392523317,0.04003902724085873,202.55347,101.816,1290.5739554599663,0
0.321346698675883,0.28676,0.039522732760354076,0.746,-34.312,-35.772436997319005,0.045080782886276316,204.69551,73.79,3440.698483367898,2
0.41152655279601447,0.0,0.6413181166786758,0.575,-13.924,-16.448109665427513,0.04880275587179356,219.266,150.131,913.36733987585092,1
0.3108373193895363,0.84413,0.10120855368454035,0.006,-22.49,-28.289776960784298,0.051566964543121485,154.15147,67.809,2589.6901459218016,2
0.5589207874070095,2.16526,0.6203409714930191,0.204,-10.366,-10.884536977491956,0.06103352332000345,163.03311,94.084,2510.6983645339969,0
0.39672457232280633,2.792,0.4953662330738991,0.218,-18.585,-21.553325072886334,0.04021112620474887,457.137,130.256,1555.6580345963,1
0.6363699187891398,0.2717,0.94180545610052,0.401,-14.33,-15.489438679245277,0.04985025438114876,226.0,134.154,1300.3909710121191,0
0.6501501998766784,0.47029,0.5490317754521302,0.074,-10.643,-14.123404705882388,0.06686405923199001,192.27283,92.682,1484.0041445151342,0
0.40953251111823596,0.0,0.5309470276980853,0.496,-13.7,-20.290655069582488,0.1576979956263459,300.54168,94.385,2583.9691391703996,0
0.34262493284725515,0.061,0.8159443612606498,0.465,-18.392,-20.499366467065858,0.07483893114065115,245.946,157.958,1306.2934296724745,1
0.27446275869894043,0.0,0.7553410932293276,0.122,-16.049,-18.856624999999998,0.057580661596823735,327.889,152.255,1063.6981545880722,1
0.34213666327828834,1.46327,0.1833819854681298,0.305,-24.893,-26.759668639053238,0.03865084315494538,390.21714,95.141,2072.4396291958892,2
0.3692704504879743,0.67751,0.3919909290557783,0.546,-16.39,-17.274404406999341,0.038814966390467665,410.13986,127.684,1203.8292879604805,2
0.2908686491965225,3.33206,0.16486474049466227,0.418,-22.614,-26.93110478547856,0.05115512360953278,361.05868,102.494,1996.4676994867932,2
0.3776332219239447,0.09937,0.07720992248103097,0.009,-26.998,-28.82111764705882,0.07272646298013125,50.65333,91.648,1955.5834735633664,2
0.14517996263020191,3.19855,0.15424068194912113,0.074,-16.836,-19.389859083191823,0.052147948839669944,196.97488,69.627,1554.1197186788399,2
0.17907876257097666,0.0,0.9168543129624034,0.637,-6.394,-5.5769103313840178,0.3090791285158327,265.05334,82.682,1333.2687486349623,1
0.1632565673935746,0.99633,0.23748912347650739,0.554,-15.828,-18.134256975036713,0.039712420490746914,195.00698,109.879,1577.2761492305688,2
0.19980014493838086,0.22658,0.5794141839060153,0.654,-6.685,-6.5887457286432172,0.04888315509367114,319.44272,79.523,1029.6676456635535,1
0.4448177710133843,0.0,0.464123109341481,0.376,-21.246,-25.730894944707764,0.033679957804111205,343.057,99.826,1224.4579662271128,0
0.14829495190565473,2.07819,0.2318026770362617,0.516,-28.759,-31.247125336927279,0.035956051816549095,227.93868,88.882,1527.056750436547,2
0.26117689040359554,0.36313,0.2573855942613438,0.596,-22.916,-30.496600814663914,0.04415598063069698,857.89605,122.457,1312.1497407158247,2
0.48478652447033993,1.03918,0.8740869809658773,0.0,-3.972,-3.8510018018018042,0.07494543535022463,175.32807,90.078,1022.3356840339045,1
0.14073914026740608,0.49361,0.1566819650086851,0.609,-27.337,-29.40667073170734,0.047199809379870616,415.01605,101.343,1574.4519469305646,2
0.2217658888545551,2.69932,0.16485928046246334,0.289,-18.869,-25.093629664619762,0.035487016193913146,652.3356,78.795,1868.2348338887259,2
0.43585458231708996,0.22195,0.7345033254773389,0.316,-13.881,-15.017080264791058,0.04649666355127646,703.68653,95.772,1491.6154524349245,0
0.4123061503355324,0.37546,0.23383744093977252,0.869,-17.716,-18.895908424908434,0.04185114013793928,75.2849,110.963,1528.6987861856564,2
0.5127629531701107,0.26875,0.39115263723833743,0.443,-15.512,-17.869988921001941,0.039944959620667964,533.7571,114.63,1685.9279801241114,0
0.2890485181482588,0.6439,0.3175787194117428,0.026,-13.782,-16.988063211125173,0.030543963181411615,254.27592,149.29,1474.0876527384858,2
0.40379536748658074,2.16526,0.7809901153741043,0.187,-21.067,-21.523997314715395,0.21946878403858205,909.31664,129.891,1970.7560552014047,0
0.4602484225516005,0.34893,0.516612669688015,0.288,-14.209,-14.994024071526818,0.05354705791891384,381.83474,118.003,989.21789761256196,0
0.37163852991002466,0.26621,0.22874990724838942,0.723,-12.828,-14.917624999999999,0.03160664046533174,181.4117,107.851,3138.575486831739,0
0.18819642602042616,0.0,0.7645981329772105,0.56,-6.808,-6.350115662650599,0.1786287930455835,423.90668,76.524,1228.1400273202471,1
0.6609959491304538,0.24227,0.7394292689779721,0.459,-17.337,-19.632785082174472,0.05560473883388034,183.29832,134.568,1253.4442714558088,0
0.7820567953355897,0.13184,0.5561418139260583,0.328,-11.835,-11.517818053596629,0.035803344747995014,178.94458,100.371,1270.066616068674,0
0.5109286766461534,0.59093,0.34710712869741833,0.315,-13.58,-16.577765034965019,0.06788464441226255,183.0371,161.449,1347.0876265905499,0
0.36604585736549944,0.5112,0.7099445167565392,0.258,-12.0,-14.051343108504408,0.06762887041051469,111.2,72.465,1097.2952953891481,0
0.4839191612037904,0.0,0.6589170692578921,0.396,-18.555,-21.290175162187211,0.11596013945964284,267.93332,146.16,1946.1856602438199,0
0.32208350365863364,0.4419,0.10349932337885566,0.766,-26.678,-30.316243301178968,0.03389286443781481,408.45061,100.349,2216.496181228496,2
